name,img,url,logo,category,description,Shop_Location,location,reviews,rating,nationalPhoneNumber,opening_hours
Sacoor One,https://www.sunwaypyramid.com/static/shops/10eda45d2bb054132258b2348fc89426/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sacoor-one,https://www.sunwaypyramid.com/static/shops/7e6b8a1bd05cf995655d649c0a5edeae/w768.png,Fashion,"Sacoor Brothers was founded in 1989 at number 127, Rua Pascoal de Melo, Lisbon. Sacoor began by selling articles for men and women, on its single selling point.
In 2015, Sacoor Brother launched Sacoor One, a new brand that promotes a more casual style as an alternative to the traditional style. It is created for a slightly younger target and presents a more casual, practical look while maintaining the expected quality and refinement of Sacoor Brothers.",G1.06 (Ground Floor),"Unit: G1.06, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:I came to purchase a suit for formal occasions, and was pleasantly surprised by the range and quality of options. The suits here are ready-made but will be altered to fit to your specific body shape.

The highlight of my visit was the excellent customer service from Izzul. He was respectful, attentive, and also proactive in making recommendations based on his experience and taste. This is a level of professionalism that sets a new standard in Malaysia. Well done Sacoor One and Izzul! | review_rating:1, text:Teribble shopping experience! Will not be shopping here anymore or any sacoor one outlets! Bought clothes and paid for the clothes and just went it for pinning and alteration. But the service was teribble, the female staff seemed very rude, untrained and questioned me on my purchases. I had to produce a receipt before she was able to retrieve my purchases which I had already paid for. There was no manager on duty and i couldnt lodge an official complain. I have since requested a full refund as I will not be treated as such after spending RM1.2K. I will take my money else where and shop else where. You just lost a customer of 5 years! | review_rating:5, text:I recently bought a suit from Sacoor One at Sunway Pyramid, and the experience was exceptional, largely thanks to a sales associate named Izzul. He was professional, offering great advice on suit alterations and how to match clothing for any occasion.

What stood out was Izzul’s patience; he made me feel comfortable and confident in my purchase. I also want to extend my gratitude to abang tailor for his professionalism. The alterations made to my new suit were impeccable, fitting me perfectly.

Beyond the excellent service, the quality of clothing from Sacoor One is top-notch, ensuring that each piece is not only stylish but durable. I highly recommend visiting Sacoor One and asking for Izzul if you’re looking for quality clothing and outstanding service. If the management reads this, please consider giving Izzul and the tailor a pay raise or incentives for their exceptional customer service. 👍👍👍 | review_rating:1, text:Bad experience, bought 2 shirts for a wedding and couldn’t use them since they screwed with the sleeves. | review_rating:5, text:I just bought two suits from here and shoutout to Izzul for the great customer service and shopping experience!! Thank you so much for spending so much time with me and giving me great advice in picking the right suits for me.",4.2,+60 3-5612 1106,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sairist All In Print,https://www.sunwaypyramid.com/static/shops/b7944edee877d7c40055d3f1f243b22c/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sairist-all-in-print,https://www.sunwaypyramid.com/static/shops/3eb3f7ad2cef7b235a221ce3ebb8c7e4/w768.png,Toys & Hobbies,,F1.KC-002.Pushcart (First Floor),"No. 3, Lot FFKC-002 1st Floor, Sunway Pyramid, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:1, text:would give a zero star if possible, ordered a customised t -shirt for our friend and she charged us 95 ringgit for the t shirt and printing which is totally fine with us. But when the result came out, the design is not even covering the whole shirt it's just a small section in the middle, when you're thinking of a design of a t-shirt it should be covering the generally area of the t-shirt but we got this instead for RM95, totally unacceptable. ( blurred out our friends face)

ps. it was printed in just 15min, so keep that in mind | review_rating:5, text:Had something very urgent to print while the owner mentioned they usually don't print documents, he was very accommodating and agreed to print without any qualms. Very friendly as well. | review_rating:5, text:Highly recommended!!! I needed some personalized items and this shop did not fail. They also set the delivery to my home address smoothly. The price is reasonable with execellent quality. The shop created my personalized request for multiple items in less than 2 hours. Superb service!! Will promote ur shop to my friends. Thank u so much!!! | review_rating:5, text:Printed some custom items here a few times. Great for last minute gifts. Got my printing done in less than 1 hour. The lady at this shop is friendly | review_rating:1, text:Unreliable . Staff always not at station. Came two Sundays in a row and nobody stationed. Called the number that given for enquiry, she asked to come back 1 hour plus later as she is ‘out’",2.7,+60 16-238 1666,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sakae Sushi,https://www.sunwaypyramid.com/static/shops/b943e3e4eae7054cabb11a436725cae7/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/sakae-sushi,https://www.sunwaypyramid.com/static/shops/9dbd54a9cc420cc698e76bab7e220482/w768.png,Food & Beverages,"Welcome to Sakae Sushi – Fresh & Innovative, that’s the Sakae way!
Step into the world of Japanese flavors as Sakae Sushi promises an exquisite dining experience that celebrates the art and essence of Japan's culinary heritage. Immerse yourself in the rich tapestry of tastes, textures, and traditions that define our diverse menu.
Embark on a delightful journey through our menu that showcases an array of sushi, sashimi, tempura, bento, and much more. Each dish is meticulously prepared with the utmost care, using only the freshest ingredients to ensure a symphony of flavors on your palate.
Our skilled chefs masterfully craft sushi with finesse and creativity, delivering hand-rolled delicacies that reflect the epitome of Japanese gastronomy.
Taste the ocean's bounty in its purest form with our premium sashimi, served with an artisan's touch for an unparalleled sashimi sensation.
Savor the delightfully crisp and succulent tempura, capturing the essence of Japanese culinary craftsmanship in every bite.
Experience the harmonious blend of flavors in our thoughtfully curated bento boxes, presenting a balanced and satisfying meal that reflects Japan's cherished lunch tradition.
Elevating your dining experience, our tablet ordering system allows you to effortlessly customize your meal and conveniently manage your selections.
Relish your dining journey amidst the inviting ambiance of our newly revamped outlet, creating the perfect backdrop for intimate gatherings and joyous celebrations.
At Sakae Sushi, we take pride in upholding the essence of Japanese culinary heritage and providing our patrons with an unmatched dining experience. Join us at Sunway Pyramid and allow your taste buds to explore the timeless flavors of Japan.",OB.K6 (Ground Floor),"OB.K6, Ground Floor, Oasis Boulevard, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:1, text:Waaaah, happy to see Sakae sushi offering other types of meals than sushi. It shock me to see the food come out this way. Big brand, but presentation and food quality is totally out. Ordered the Sundubu Jjigae RM26 (soup is cook with chilli flakes. Too much, it tends to be bitter), taste like f*&^%.....oooops mind my language, tofu smashed, eggs gone, my jjigae become a pile of vomits (check out my photo & Sakae photo). Kimchi fried rice RM22 (portion was unbelievable small) & finally Kyushu Paitan Ramen Rm20 (Soup terribly oily, noddles overcook, taste wise 🤢🤢🤢🤢🤢) . Well, bye-bye & tata to this restaurant. Horrible meal. I seldom give 1 star unless it's really terrible. | review_rating:2, text:Had the worst shoyu ramen today. Soggy noodles, tasteless broth. It's a large portion of noodles, which is usually a good thing for me but with this one it felt like it took forever to finish it because it just wasn't good. Added probably 2 tbsp of their table soy sauce into the soup. It's possible the dish was left too long before it was served, because there was very little soup - maybe all soaked up by the noodles 🙈  Even my husband, who likes his noodles soft, didn't enjoy this.

The kimchi lava fried rice was also mediocre - the rice was mushy (my husband liked it that way tho), not enough flavour so this also had to be eaten with their soy sauce. The ""lava"" is just a runny egg omelette - you need to top up cheese to get the cheesey effect shown in the photos. At least we got a 20% discount for this dish though.

Service was decent, place is clean and tidy. But never coming back here. Super regret that we decided to try this (enticed by the photos!) instead of going to our regular noodle place 2 doors down. | review_rating:4, text:Less crowd this section of place. Food could be better, but with the quietness of the area, we like to eat it here. | review_rating:4, text:An outlet in the famous Sunway Pyramid Mall. Quality is ok. Design is ok. Staffs look very young. Overall is ok. Most importantly, it looks clean and well maintained. Hygiene is one of if not the most important thing. This is located in a corner area near G2000, which is a little hidden and not so easy to find. | review_rating:2, text:Rather expensive for a sushi restaurant so I thought maybe then it would be good. Albeit the food was okay, the environment wasn't very clean. It looks clean from the outside but small cockroaches are walking around on the table. It really put off the mood to eat. Regretful that I didn't check the reviews before coming here because it seems like it's been a problem for a while. Took a picture despite being grossed out by it.. 🤢

Overall, my first time experience here was not great. Staff was good, food was okay, cockroaches... 👎👎 Probably won't come back until they fix the 🪳 problem.",3.3,+60 3-5613 1817,"Monday: 11:30 AM – 9:30 PM, Tuesday: 11:30 AM – 9:30 PM, Wednesday: 11:30 AM – 9:30 PM, Thursday: 11:30 AM – 9:30 PM, Friday: 11:30 AM – 9:30 PM, Saturday: 11:30 AM – 9:30 PM, Sunday: 11:30 AM – 9:30 PM"
Salad Atelier,https://www.sunwaypyramid.com/static/shops/ae52390e20bb5dcc7b6c2639ae764fab/w768-crop.jpg,https://www.sunwaypyramid.com/directory/salad-atelier,https://www.sunwaypyramid.com/static/shops/008c31efb92e005ecff09da5e965aa4c/w768.png,Food & Beverages,,LG1.110A (Lower Ground 1 Floor),"LG1.110A, Sunway Pyramid (Blue Atrium No, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia","review_rating:2, text:Ordered my DIY bowl. Was disappointed with it. Couscous came in cold. Chicken was cold too. The whole bowl was cold in general. Ordered the aglio olio and it was ok in general. Eat only if you’re in a rush and health conscious. | review_rating:1, text:I ordered through Foodpanda, and the salmon was BAD! The texture was soft and mushy. I got a stomachache after eating just 1/3 of it before realizing how awful the salmon cubes were. Seriously, this is TERRIBLE! How can you not check your food quality before sending it out to customers? | review_rating:5, text:I order the wholesome bowl, food is good. The staff was very nice and helpful, I was able to use my voucher from Grab Food successfully. | review_rating:2, text:I don’t like this kind of wrap quality oh. Look at the photo how much liquid drip out the moment I hold up the wrap trying to eat it. The wrap also did not heat up. Wrap ingredients are cold. Not appetizing. | review_rating:5, text:Fresh ingredients, wide selection of toppings, generous food portion and the juices are freshly squeeze with no sugar added.
Food prices are decent.
Definitely one of my regular go-to place for healthy eats.",4,+60 16-224 1561,"Monday: 10:30 AM – 9:30 PM, Tuesday: 10:30 AM – 9:30 PM, Wednesday: 10:30 AM – 9:30 PM, Thursday: 10:30 AM – 9:30 PM, Friday: 10:30 AM – 9:30 PM, Saturday: 10:30 AM – 9:30 PM, Sunday: 10:30 AM – 9:30 PM"
Salomon,https://www.sunwaypyramid.com/static/shops/a6d73b2f227a339910350a83a21fab64/w768-crop.jpg,https://www.sunwaypyramid.com/directory/salomon,https://www.sunwaypyramid.com/static/shops/c34a53da489ed609a79a723e0481f0e3/w768.png,Footwear,"Salomon is the modern mountain sports lifestyle brand creating innovative, premium and authentic footwear, apparel and winter sports equipment in the French Alps since 1947.",LG1.37A&38 (Lower Ground 1 Floor),"LG 1.38, Lower Ground One, Sunway Pyramid, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:I'm a foreigner, and first time have the best hospitality in Malaysia, when i was at Salomon Sunway pyramid, the guy that have best hospitality called ALIF, give him extra reward please, and also I'll return buy some for my husband",5,+60 3-5613 7089,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Samsonite (Pop Up),https://www.sunwaypyramid.com/static/shops/15a92099c3ef54e468e475540124b819/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/samsonite-pop-up,https://www.sunwaypyramid.com/static/shops/90ecb5798de135b60eb6df2cfb1b40e9/w768.png,Bags & Leather Goods,"Founded in 1910, Samsonite is the world’s leading luggage brand with an extensive legacy in trendsetting travel solutions. Renowned for breakthrough research, development and its commitment to innovation, Samsonite has since its inception excelled in a number of industry firsts, including the exclusive use of the revolutionary Curv material in luggage arena. Samsonite offers an extensive range of travel, business, kids, casual and personal accessory products to help travellers journey further, with ever lighter and stronger products.",Ground Floor (Ground Floor),"3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Samsonite Workpack,https://www.sunwaypyramid.com/static/shops/a842d30294b4c03555ae823e9b3a95e0/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/samsonite-workpack,https://www.sunwaypyramid.com/static/shops/842be3eeb94603f17d6281c70c8394dc/w768.png,Bags & Leather Goods,"Founded in 1910, Samsonite is the world’s leading luggage brand with an extensive legacy in trendsetting travel solutions. Renowned for breakthrough research, development and its commitment to innovation, Samsonite has since its inception excelled in a number of industry firsts, including the exclusive use of the revolutionary Curv material in luggage arena. Samsonite offers an extensive range of travel, business, kids, casual and personal accessory products to help travelers journey further, with ever lighter and stronger products.",F1.058 (First Floor),"Lot: F1.58 Sunway Pyramid Shopping Center, Jalan PJS 11/15, Bandar Sunway, 45610 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Work kosong",5,+60 3-5612 6257,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Samsung,https://www.sunwaypyramid.com/static/shops/104c929e03d9ea07bb658359dabf46aa/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/samsung,https://www.sunwaypyramid.com/static/shops/d9505c3f327981341905c74fd8db304c/w768.png,Digital Lifestyle,Telecommunication equipment and office automation.,F1.38 (First Floor),"F1-32, First Floor, Sunway Pyramid Shopping Mall, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Cheng and Shari are super duper nice! They are very nice to me, assisting me to get the best recommend model! Do find both of them for better assistance! | review_rating:5, text:An expected purchase to say the least ...
Convincing promo by sale consultant FAKO made me and wife succumb to his charm... finally a S24 and A55 was sign, seal and bagged ... thank you for the assistance in making our choice | review_rating:1, text:I online Pre-order s25u..The Money already charged in my credit card...and now oridi nearly 1 month i still haven't get my phone yat!!! R u kidding me!!!!  I try to call the phone number And it's couldn't be reach!!!! Don't wait until I come up to you to ask for an explanation!!!  Im a Samsung user since note 2 coming out until now im still using Samsung brand!!!!  Very disappoint!!!!!
Take NOTE HERE!!!! And try to settle for me please!!!!!!!!!!! | review_rating:5, text:Fako, the sales person is very helpful and gave good advice on the products. Also willing to help transfer data from old to new HP👍 | review_rating:5, text:Good Service, worth to buy",4.7,+60 11-1320 7628,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Samsung Service Centre,https://www.sunwaypyramid.com/static/shops/758e029c4ea08c5cc715d52251d71ba6/w768-crop.jpg,https://www.sunwaypyramid.com/directory/samsung-service-centre,https://www.sunwaypyramid.com/static/shops/9ea079a79b412d9f19633cd87c57344a/w768.png,Digital Lifestyle,Samsung Phone services,F1.27 (First Floor),"Lot F1.27, Sunway Pyramid Shopping Mall, 3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia","review_rating:1, text:I am writing to formally lodge a complaint regarding the poor service I experienced at your authorized service centre in Sunway Pyramid. The lack of communication, persistent stock shortages, and difficulty in reaching the service centre have caused significant inconvenience. Below is a timeline of the incident and my key concerns.

Timeline of the Incident:
16 February 2025 – I contacted the Sunway Pyramid service centre to schedule a screen replacement for my Samsung S23 Ultra. I was informed that the screen was out of stock but would be restocked on 18 February 2025. Following this, I requested to book an appointment for 22 February 2025, and the service centre advised me to send my details via WhatsApp. I did so, and they acknowledged my request with a ""noted"" response. Based on this, I assumed my appointment was confirmed.

22 February 2025 – I called the service centre to reschedule my appointment to 23 February 2025. It was only then that I was informed that the screen was still out of stock.

Complaint Points:
Poor Communication – If I had not called on 22 February, I would have traveled to the service centre on 23 February only to find out the screen was still unavailable. Why wasn’t I informed in advance that the stock had not arrived? As a service provider, the service centre should proactively notify customers if their scheduled repairs cannot proceed due to stock unavailability.

Frequent Stock Shortages – Why does the service centre frequently face stock shortages for essential replacement parts? Does this mean customers will always have to wait indefinitely to get their devices repaired? Being unable to use my phone for an extended period has caused unnecessary inconvenience, and potential financial losses.

Extremely Difficult to Contact – I found it extremely difficult to reach the service centre. As an authorized service provider for a global brand like Samsung, the service centre should have a more accessible and responsive customer support system.

The poor service I experienced has been frustrating and unacceptable. As a loyal Samsung customer, I expect better service quality and a more reliable repair process | review_rating:2, text:Left my fold 4 with the center on Saturday, received a call to collect in on Thursday. They claim to replace the screen but I can see that it is still the same screen (there is a slight mark on the screen. It is still there, meaning it's the same screen). They fix the issue with the phone turning off when using the inner screen. However, the center returned my phone with scratches and screen bubbling. They do not handle your phone with care. I suggest take lots of photo and video as evidence before you hand over to them. | review_rating:5, text:came in with a flip 3 samsung that half of the screen was damage, i want to tranfers my data from that phone but couldnt since the screen cant be use. the obvious solution was to replace the flip 3 screen that cost rm1k but i dont want to do that since it was an old phone and already have a new one. however, there was this nice uncle samsung worker who go out of his way to help me, even took out a usb mouse to help me tranfer the data. couldnt be more grateful for the uncle | review_rating:1, text:Brought my s20 to repair for cracked screen but after repair my screen have issues with tapping which it move around itself. Visiting 2nd time within a week and informed that my phone when sent it to them it is already have this issue which supposed I am sure supposed not to be. As luckily I have video record as proof my phone condition before left my phone to them.

The problem didn't been solved and I don't wish to send my phone there again. Now it become my backup phone and I bought another new phone because of their poor workmanship.

Please be reminded they may told you estimated 4 to 5 working days but you still need to chase them for a follow-up and at last can be taken even more than 1 week time to collect your item. Worst thing is your phone's problem didn't get solved after long waiting time.

I am a Samsung users for more than 10 years but tbh if your phone have problems, it is better you find phone repair specialist rather than their authorized service center. Why? because my new phone's screen cracked again and i decided to bring my to phone repair specialist. Price is similar to them but service lagi tip-top. | review_rating:5, text:Am really happy with the attentiveness and the problem solving measures done by the customer service personal. He explained well and was very friendly. Keep up the good work!!",4.1,+60 11-6306 7676,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sanctury,https://www.sunwaypyramid.com/static/shops/6ab74c620969d0575fe9e5b1cb461f40/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sanctury,https://www.sunwaypyramid.com/static/shops/c76da787acd5f44724c962ea8f866210/w768.png,Asian Avenue,,F1AV.111&112 (First Floor),"3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sanrio Gift Gate,https://www.sunwaypyramid.com/static/shops/cfd8574fc360067640bd782393244142/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sanrio-gift-gate,https://www.sunwaypyramid.com/static/shops/13d2eb4ccc6d73765abade4cda1aabeb/w768.png,Gift,"Sanrio Gift Gate offers a wide range of authentic Sanrio merchandise, featuring characters like Hello Kitty, My Melody, Kuromi, and Cinnamoroll, along with unique gifts, accessories, and collectibles.","LG2.63, LG2.63A, LG2.63B (Lower Ground 2 Floor)","LG2.63, 2.63A & 2.63B Lower Ground Two, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Selangor, Malaysia","review_rating:5, text:Lots of original Japan Sanrio merchandise, wonderful gift shop! Seasonal discounts up to 50% ie 15” plushies at RM59 and 12” at RM39 | review_rating:5, text:plenty of plushies and character merchandise - comparable to Sanrio Puroland in Tokyo. Great place! | review_rating:5, text:Sanrio shop , for collector who Collect Kuromi, hello kitty and others | review_rating:5, text:Children paradise | review_rating:5, text:so cute😭😭😭",4.9,N/A,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sasa,https://www.sunwaypyramid.com/static/shops/9b1258b5813e9983a8f322c16cdc1953/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sasa,https://www.sunwaypyramid.com/static/shops/8d75f0e577d60018d7de6e8a8bfcce4f/w768.png,Beauty,Retailing and operating of beauty and wellness related products. #BeautyTreats,LG1.08 (Lower Ground 1 Floor),"Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia","review_rating:3, text:Accompany my gf to buy eyeliner. Nothing special. No staff attended to us, they were just chatting. Nice ambience though. Surprised to find they do sell masks too. Maybe nowadays masks are sold everywhere. | review_rating:1, text:Walked in few times, no one bother to entertain. Staffs were busy chatting. I was a bit put off and rather not buy anything, even though there is a sale going on. I'd rather buy next time, but not at this branch. | review_rating:5, text:Have alot of beauty product choice price reasonable also can get from any branch good service especially the supervisor | review_rating:1, text:bro the workers there are so moody they dont know how to communicate well. also gave me a dirty look. and didnt even bother ask if she could help just stood there. she is chinese n ugly fire her | review_rating:1, text:staff attitude is rude & arrogant, especially the black coat girl, Zhi Lin.",3,+60 3-7494 0456,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
