,Unnamed: 0,name,ratings,displayNam,phone_numbers,nationalPhoneNumber,opening_hours_list,category,formattedAddress
177,177,وجوه,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
178,178,City Max,"(5⭐) Max is famous shop for clothes,  footwear, bathrooms accessories, and many more other household items. Reasonable price and good quality. Service is good. Maintained well. Supportive staff. Parking available infront of gate one rimal mall. Night dresses and inner wear are good quality.  Fashionable clothes. - 4 years ago | (5⭐) Good store, here in uper position some product have discount. All age groups , also in shoes. I check only this Max store have discount. - 3 years ago | (1⭐) No priority for online cilick and collect, staff's are very careless
Billing too slowly - 3 months ago | (4⭐) Good big shop, all varieties for men, women, children's varieties of cloths available. - 5 years ago | (1⭐) Not worth shopping. Only one cashier on counter and one for return.. More than 25 minutes on counter... I don't know why  Max have invested  in self check out counter when it is not to be used... - a year ago",Max,N/A,N/A,"Monday: 9:30 AM – 11:30 PM, Tuesday: 9:30 AM – 11:30 PM, Wednesday: 9:30 AM – 12:00 PM, 4:30 – 11:30 PM, Thursday: 9:30 AM – 12:00 PM, 4:30 – 11:30 PM, Friday: 4:30 – 11:30 PM, Saturday: 9:30 AM – 12:00 PM, 4:30 – 11:30 PM, Sunday: 9:30 AM – 11:30 PM",clothing_store,"Eastern Ring Branch Rd, Ar Rawabi, Riyadh 14215, Saudi Arabia"
179,179,عطور فيصل الدايل,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
180,180,فابيان FABIAN,"(5⭐) Wonderful service with a perfect sales girl .. special thanks to hamidah - 4 months ago | (5⭐) ""Excellent Experience at Fabian Perfume Shop!""I recently visited Fabian, and it was an outstanding experience from start to finish.

The ambiance of the store was welcoming and elegant, making it a pleasure to browse through the wide variety of perfumes. I appreciated the personalized service and attention to detail, which truly made the shopping experience special. - 6 months ago | (5⭐) Mont 👍 - 5 months ago | (5⭐) 👍🏻 - a year ago | (1⭐) Worst restaurant - a year ago",FABIAN,+966 9200 19970,9200 19970,"Monday: 4:00 – 11:00 PM, Tuesday: 4:00 – 11:00 PM, Wednesday: 4:00 – 11:00 PM, Thursday: 4:00 – 11:00 PM, Friday: 4:00 – 11:00 PM, Saturday: 4:00 – 11:00 PM, Sunday: 4:00 – 11:00 PM",clothing_store,"MQPG+MM, 6511 Eastern Ring Branch Rd, Ar Rawabi, Riyadh 14215, Saudi Arabia"
181,181,cross,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
182,182,Abdul Samad Al Qurashi,"(4⭐) Inside Othaim mall. They have great deal and discounts so you should look at it. Different products from perfume and others. Staff are really nice and friendly. - 2 years ago | (5⭐) The best fragrance shops in ksa - a year ago | (5⭐) The best of the west ✨💎 - a month ago | (5⭐) Safary crazy perfume am recommend - 5 years ago | (1⭐) Wrong location!!! It’s inside AlOthaim Mall, through Gate #2 - 4 years ago",Abdul Samad Al Qurashi,+966 9200 07173,9200 07173,"Monday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Tuesday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Wednesday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Thursday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Friday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Saturday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Sunday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM",clothing_store,"7HP8MQMG+Q6, Eastern Ring Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
183,183,دخون الإماراتية,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
184,184,Falafel Pie I فطيرة الفلافل,(5⭐) Very good restrent and very good restrent employee - a week ago | (5⭐) So Nice 👍🙂 - 4 months ago | (5⭐) Very good food 😋 - 2 months ago | (1⭐) Not good vehbahar very bed vehbahar - 5 months ago | (5⭐) Very good service 👍👍 - 3 months ago,Falafel Pie I فطيرة الفلافل,+966 53 555 1561,053 555 1561,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: 12:00 – 11:00 AM, 1:00 PM – 12:00 AM, Saturday: Open 24 hours, Sunday: Open 24 hours",restaurant,"Abi Bakr As Siddiq Rd, Al Aarid, Riyadh 13335, Saudi Arabia"
185,185,حلويات سعدالدين (العثيم مول الاحساء) saadeddin pastry,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
186,186,عبايات هلن,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
187,187,كلايف وود | CLIVE WOOD - عطور فاخرة ذات جودة عالية وثبات استثنائي,No Reviews,Ar Rabwah,N/A,N/A,N/A,N/A,"Ar Rabwah, Riyadh Saudi Arabia"
188,188,مركز الهودج النسائي,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
189,189,Max,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
190,190,Aloe Vera Pharmacy صيدلية ألوفيرا (الفرع الرئيسي),No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
191,191,REDTAG,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
192,192,Cardial | كارديال,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
193,193,Canton - كانتون,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
194,194,أزال,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
195,195,فايندرا Fayendra,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
196,196,In House - إن هاوس,"(4⭐) Perfume is so good! but the girl serving us was extremely rude 😡 - 6 months ago | (5⭐) عروضهم الرائعة و الرهيبة و حسن الاستقبال .
محل جميل للعطورات والشموع وكريمات الجسم موجود باالعثيم الربوة مخرج 14
بوابة واحد .
اعجبتني عروضهم وخصوصا على كراسي الليزي بوي وخدمات التوصيل عندهم سريعه والتعامل مريح وخاماتهم حلوه . - a month ago | (4⭐) محل جميل للعطورات والشموع وكريمات الجسم موجود باالعثيم الربوة مخرج 14
بوابة واحد - 9 months ago | (1⭐) وحت لهم امس اشتريت ب 200 وشويه واوصل البيت الاقي المعططر ينقطط وكتبت لهم اني رحتلي اليوم ومقدر ارجع في فروع فجده اقر ابدلها عندهم قال لاتروحين الفرع طيب رحلتي مقدر اروحلهم تتضارب الاوقات لكنن حسبي الله ونعم الوكيل - 3 weeks ago | (5⭐) افضل محل احبهم واحب عطورات الشعر حقتهم ❤️‍🔥 شكرا لاسرار وحور على وقي تعاملهم الجميييل ماقصروا معاي ❤️❤️ - 3 weeks ago",إن هاوس,+966 50 349 2597,050 349 2597,N/A,store,"Othaim Mall، Exit 15، Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
197,197,درعه DERAAH,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
198,198,HARDEE''S,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
199,199,Kidzy | كيدزي,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
200,200,Centrepoint,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
201,201,Casapasta | كازاباستا,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
202,202,بوبايز POPEYES,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
203,203,McDonald's,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
204,204,zyros | زايروس,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
205,205,خيوط الزعفران,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
206,206,KFC,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
207,207,مطعم كان زمان,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
208,208,Cafe De Ville,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
209,209,Dkhoun | دخون,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
210,210,البقشي ذهب وألماس Al-Bagshi gold and diamonds,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
211,211,La Tavola,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
212,212,سفوري لاند | Safforiland,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
213,213,Bath & Body Works,"(5⭐) One SA named Reem is polite to customers, accommodating and helpful in choosing the best options for our needs. - 2 months ago | (5⭐) Great service I was welcomed by Dana she’s patient and helpful I was asking so many questions lol but she was patient and helped me through it🌹great worker - 4 months ago | (5⭐) Love this deodorant, This perfume comes with an irresistibly sweet fragrance, which is a blend of some apples and wild flowers.
The refreshing fragrance of the perfume is one thing that makes it among the best perfumes. You’d love wearing this perfume since it lasts for about 12 hours. Obviously, it will take you through the day without the need for respraying it. - 5 years ago | (5⭐) Amazing candles , all range is so good gingham , cherry blossom,amber is my favorite for mist and body lotion , hand wash are wonderful if you haven’t tried there products please try soon . They have amazing discounts too.check nearest store or online . - 3 years ago | (5⭐) Dana and lulwa were incredible! thank you so much - 4 months ago",Bath & Body Works,+966 11 510 1482,011 510 1482,"Monday: 9:30 AM – 11:00 PM, Tuesday: 9:30 AM – 11:00 PM, Wednesday: 9:30 AM – 11:00 PM, Thursday: 9:30 AM – 11:00 PM, Friday: 1:30 – 11:00 PM, Saturday: 9:30 AM – 11:00 PM, Sunday: 9:30 AM – 11:00 PM",store,"Othaim Mall, Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
214,214,Empire cinema alahsa,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
215,215,سويت هاوس فرع الهفوف,No Reviews,Al Hofuf,N/A,N/A,N/A,N/A,Al Hofuf Saudi Arabia
216,216,Tim Hortons,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
217,217,eyewa Ahsa Othaim Mall - ايوا العثيم مول الاحساء,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
218,218,العثيم بوابة رقم 4,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
219,219,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
220,220,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
221,221,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
222,222,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
223,223,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
224,224,العثيم سيركل,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
225,225,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
226,226,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
227,227,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
228,228,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
229,229,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
230,230,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
231,231,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
232,232,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
233,233,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
234,234,Othaim Markets (City),(1⭐) الموقع  غير صحيح - 11 months ago | (1⭐) سيئة جدا - 10 months ago | (3⭐) No Review - 2 weeks ago | (5⭐) No Review - a month ago | (1⭐) No Review - a year ago,Othaim Markets (city),+966 9200 00702,9200 00702,"Monday: 7:00 AM – 2:00 AM, Tuesday: 7:00 AM – 2:00 AM, Wednesday: 7:00 AM – 2:00 AM, Thursday: 7:00 AM – 2:00 AM, Friday: 7:00 – 10:30 AM, 12:30 PM – 2:00 AM, Saturday: 7:00 AM – 2:00 AM, Sunday: 7:00 AM – 2:00 AM",grocery_store,"Eastern Ring Rd, Al Quds, Riyadh 11564, Saudi Arabia"
235,235,mica - Othaim Mall Al Hasa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
236,236,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
237,237,Al Othaim Park,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
238,238,اسواق العثيم | Othaim markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
239,239,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
240,240,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
241,241,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
242,242,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
243,243,AL Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
244,244,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
245,245,Al Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
246,246,Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
247,247,Al Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
248,248,Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
