name,category,location,reviews,rating,nationalPhoneNumber,opening_hours
OASIS Lobby,"shopping_mall, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Auntie Anne's Pretzel,"shopping_mall, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Bee Cheng Hiang,"barbecue_restaurant, confectionery, bakery, wholesaler, restaurant, food_store, store, food, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Good experience here. The staff is friendly and can remember me the second time I came. Overall the quality of their products maintained  👍 | review_rating:5, text:Can never say no to bak kwa 😂

5/5 very friendly and helpful staff. However, they circle you around the store like a hawk 🦅 Okay.. Maybe too friendly..

Grabbed some crispy pork floss | review_rating:5, text:Great selection of traditional mooncake. Love their mooncake. Will always come back yearly to get them. Now 50% discount | review_rating:5, text:Very helpful staffs and selections are wide. Love the bakgua here and will patron again soon. | review_rating:5, text:Bakwa are fresh! Staff are friendly and knowledgable. Order packed in vacuum easy to bring back hometown",5,+60 3-5631 0507,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Zeekr,"store, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:No Review",5,N/A,N/A
Child Wristband,"shopping_mall, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Lego,"store, point_of_interest, establishment","LG1.120C Oasis, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia","review_rating:5, text:The staff at this store were very polite and kind, creating a welcoming atmosphere. They were also knowledgeable about the products, which made me feel confident in my purchase. The product selection is excellent, with something for the whole family to enjoy, and everything was well-organized and easy to browse. Plus, the prices were slightly cheaper compared to buying in Japan. Overall, a wonderful shopping experience! | review_rating:5, text:Very good service and Amazing staff
Shoutout to Ain /Nadia and Sahira , real amazing people | review_rating:5, text:Very good service. Amazing staff. Staff very good. S | review_rating:5, text:Simply the best. You have a wide variety of models and not to forget, such a helpful staff who will check and advice for the models you're looking for. At times you will be rewarded with Free gifts too (depending on the promotion 😂). At the counter, Miss Sahira, is very responsive for any of our enquiries, such a wonderful person. | review_rating:5, text:Amazing gift wrapping by Ain :) thank you! It’s a gift",4.9,N/A,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Iseven Mobile,"shopping_mall, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
I Like& Yogurt In A Can,"shopping_mall, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Very large. If I lived here, I would take a few months to even fully explore the place, much less try out all of the stores. Pretty fun, lots to eat and shop, so honestly it's worth living nearby. Food isn't very pricey so that's also a plus. | review_rating:4, text:As a frequent visitor, here’s my take on Sunway Pyramid:
•	Diverse Shopping: With a wide array of shops, it caters to all family members, from fashion to gadgets.
•	Family-Friendly Activities: The mall features an indoor ice-skating rink and a massive arcade that are perfect for kids and adults alike. My daughter loves to play at Parenthood. They have upgraded it too recently and we enjoyed it.
•	Food Haven: Offers an extensive selection of dining options from fast food to upscale restaurants. For Indian food you can try Mantra Restaurant (Not great but decent)
•	Convenient Layout: Despite its size, the mall is well-organized, making navigation easy.
•	Themed Decor: The Egyptian-inspired architecture adds a unique charm, making every visit memorable.

It is connected to Sunway Lagoon. | review_rating:5, text:Sunway Pyramid is truly a shopper’s paradise and a fantastic destination for entertainment, dining, and more. The mall is enormous, with a wide variety of stores ranging from luxury brands to affordable options. The unique Egyptian-themed architecture makes it stand out, creating a visually stunning experience as you explore. The food court offers an excellent selection of delicious cuisines, and there’s always something happening, from events to exciting attractions. The staff is friendly, and the facilities are well-maintained. A perfect place for a family outing or a day of shopping—highly recommend! | review_rating:5, text:Sunway Pyramid is truly a gem in the heart of the city! From the moment you step inside, you’re greeted with a vibrant atmosphere and an impressive array of shops, making it a perfect destination for shopping, dining, and entertainment. The mall is vast, with a wide variety of stores, from high-end fashion boutiques to trendy local brands, ensuring there’s something for everyone.

The design of the mall itself is stunning, with its iconic Egyptian-themed architecture adding a unique flair. The spacious layout makes it easy to navigate, and the many open areas and atriums offer a refreshing break from shopping.

What stands out the most is the variety of dining options. Whether you’re in the mood for casual bites or fine dining, Sunway Pyramid has it all. From international cuisines to local favorites, the food court and restaurants offer a delightful selection to suit any taste.

For entertainment, the options are just as diverse. Whether you’re catching the latest blockbuster at the cinema, having fun at the ice skating rink, or exploring the interactive attractions, there’s never a dull moment at this mall.

The staff are always friendly, and the overall experience is top-notch. Sunway Pyramid truly caters to every need, making it a perfect spot for family outings, friends’ gatherings, or solo trips. A place where shopping meets fun and excitement—highly recommend it! | review_rating:5, text:My visit to Sunway Pyramid was an incredible experience. This iconic shopping mall, with its distinctive pyramid-shaped exterior, offers a unique blend of shopping, dining, and entertainment. The vast array of stores includes both high-end brands and popular retail chains, catering to all tastes and budgets. The themed sections, like the Egyptian-inspired design, add an extra touch of excitement and novelty. We also had the chance to watch live ice hockey, which was an unexpected thrill! The mall is so large that we could only explore about a quarter of it in a day. The food court and various restaurants provide a diverse selection of cuisines. Whether you're shopping, dining, or enjoying the entertainment, Sunway Pyramid offers a vibrant and memorable experience 🛍️🍔🏰🏒",4.5,+60 3-7494 3100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Bee Cheng Hiang,"barbecue_restaurant, confectionery, bakery, wholesaler, restaurant, food_store, food, store, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:Good experience here. The staff is friendly and can remember me the second time I came. Overall the quality of their products maintained  👍 | review_rating:5, text:Can never say no to bak kwa 😂

5/5 very friendly and helpful staff. However, they circle you around the store like a hawk 🦅 Okay.. Maybe too friendly..

Grabbed some crispy pork floss | review_rating:5, text:Great selection of traditional mooncake. Love their mooncake. Will always come back yearly to get them. Now 50% discount | review_rating:5, text:Very helpful staffs and selections are wide. Love the bakgua here and will patron again soon. | review_rating:5, text:Bakwa are fresh! Staff are friendly and knowledgable. Order packed in vacuum easy to bring back hometown",5,+60 3-5631 0507,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
REEF & HYDRO FLASK,"store, point_of_interest, establishment","LG2. K11, Sunway Pyramid Shopping Mall, Jaya, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:4, text:Friendly staff. | review_rating:4, text:No Review",4,N/A,N/A
DEKORI,"dessert_shop, confectionery, food_store, store, point_of_interest, food, establishment","LG 1. 18A, Sunway Pyramid, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:3, text:Visited this dessert shop for the first time and noted that there was no physical menu available; instead, there was a small iPad screen, which made it difficult to view options. Additionally, many items were unavailable. The shop was quite crowded on a Sunday evening, and I waited nearly 20 minutes for one bingsu to be prepared. In terms of flavor, it was acceptable but rather plain, and I found the prices to be on the higher side. Based on this experience, I am unlikely to return. | review_rating:3, text:Service were efficient both at the order counter n food preparations. Portion seems small n condiments too, not as much as expected, compared to the price. Taste wise was ok n like the option to add how much sugar to taste. Will come again for others | review_rating:2, text:The service was so bad. They had no menu on the counter, it was just an iPad screen which was so small. Then when we wanted order some desserts we chose, the worker said there wasn’t any stock for the taro. Then after we decided on another dessert to order, he again told us there is no stock again. So frustrating. He could have just told us before us choosing that there are some items that aren’t available.

overall the food was okay. A bit pricey for the boba taufufa. such a small bowl for like the price of Rm 20.

For the snowflake strawberry yogurt, it was too high and when you eat it, it will just drop on the tray. So just keep in mind it’s very high risk in wastage. | review_rating:1, text:Not worth it!!! Not worth the price!!!
Dekori used to be my go-to dessert, however not anymore…
The portion become much smaller, with the toppings become lesser, which you can even see the shaved ice at the bottom of the toppings….
Disappointed… | review_rating:5, text:had pearl milk tea taufufa.

taste: surprisingly it taste very good. probably the sugar water makes it good. also the pearl is ""crunchy"" not ""gummy"". taufufa is soft like usual.

5 stars!",3.2,+60 19-769 0098,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Sunway Pyramid Convention Centre (SPCC),"convention_center, event_venue, point_of_interest, establishment","3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:One of the big shopping mall in Kuala Lumpur with various branded to casual retail shops,restaurants and fast food easily available.
Also a skating ring compass time. | review_rating:5, text:I love how spacious it is compared to other conversations I've been to.
Personally, I don't like hot environments. So I love how cold this place is!!
(Whenever I think of this conversation centre I always think of COS-MIC.)
Also, I didn't see any elevators that can be used to go to the convention centre floor. It would be great if there was! | review_rating:5, text:My second time there when I visited Kuala Lumpur. Definitely a place to go for shopping and food. A lot has changed since the years have passed. | review_rating:5, text:The convention center is huge and spacious. Went there for the big bad wolf book sales for the first time. The place was well maintained and neat. | review_rating:5, text:Great place to have meeting, celebrations and quality time pass.",4.4,+60 3-7492 8000,"Monday: 6:00 AM – 12:00 AM, Tuesday: 6:00 AM – 12:00 AM, Wednesday: 6:00 AM – 12:00 AM, Thursday: 6:00 AM – 12:00 AM, Friday: 6:00 AM – 12:00 AM, Saturday: 6:00 AM – 12:00 AM, Sunday: 6:00 AM – 12:00 AM"
FROST N BITES,"ice_cream_shop, dessert_shop, confectionery, food_store, food, store, point_of_interest, establishment","1.58H, First Floor, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia","review_rating:5, text:The baby blue is smooth and creamy, with a unique flavour I have yet to find elsewhere. I strongly reccomend it! Wonderful selection. The pistachio is good as well. Staff is friendly. | review_rating:1, text:Hated my very first experience. Veryx100 unfriendly staffs. Judging customers all the way as if like its her father’s ice cream shop. It’s only 9.15 pm but already rushing to close the shop. Allowed the previous customers to have a taste but when it’s our turn, she said they have already kept the testers. Like???? It’s not like we want to try the flavours for an hour??? Mostly will take only about 5 mins only. Very unprofessional. Will not repeat thanks | review_rating:5, text:Really nice ice cream, and putkin (one of the staff) was amazing: I was trying to treat my friend and she helped me sneak the payment! Very greatful!! And she was nice and smiling 😁",3.7,N/A,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
Ichiban Ramen,"ramen_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment","Unit No.LG 2.31, Lower Ground Two, Sunway Pyramid Shopping Mall, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia","review_rating:5, text:the food is good here, especially their ramen; the  broth is quite creamy and delicious! and dumpling filling is alot too.
recommended | review_rating:4, text:Had lunch at Ichiban Ramen and tried the spicy Ichiban ramen. The ramen noodles were perfectly kenyal (springy) and had a nice texture, which I really enjoyed! However, the broth could use a bit more kick—the spice level was milder than expected and didn't quite hit the mark.

The environment was comfortable, not too hot or too cold, which was nice. I ordered the lunch set, but it required an additional RM3 for an iced lemon tea, which felt a bit off since you'd expect the set to be a better value without add-ons.

The service was okay, though sometimes it took a while to get the staff's attention as they didn’t always check for raised hands. Overall, an okay experience, but a few improvements would make it even better | review_rating:3, text:Food was ok, even though it could have been better. The chicken slightly dry. Ramen also slightly pricey to compare with big bowl but normal portion (at least to us lah). Ramen soup also ok-lah just like that. AND do not add on extra chilli. Not worth it to pay for small chilli plate size. The kimchi fried rice quite decent. Can come and try but might not come again so soon. | review_rating:5, text:Decided to go there for a quick lunch Service was great especially by the waiter Daniel He was super attentive Price was reasonable for the lunch set which comes with a drink, fruit and soup | review_rating:3, text:Quite busy. Food could be better, portions are a bit small, and too salty. Food took quite some time to get here also. All in all, not really a restaurant I would come back to.",3.3,+60 3-5631 4199,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM"
